Load #,Origin,Destination,PU Date,Rate,Weight \ pallet count \ FT,Broker
16186755,"Madera, CA","Senatobia, MS",9/19/24 14:30,"$3,700.00","36 plts, 8,500 lbs",
32003476,"Visalia, CA","Harrisburg, PA",9/20/24 07:30-15:00,"$5,200.00","24plts 34,560lbs",
1458307,"Colusa, CA","Lumberton, NC",9/19/24 12:00,"$5,700.00","3 pallets 3,500 lbs",
3065082,"San Lorenzo, CA","Dacula, GA  11pls *** McLeansville, NC 5pl*** Deerfield Beach, FL  9pls 8,900 Lb",9/16/24 08:00 - 14:0,"$7,250.00","25 plts, 24,947 lbs",
C31478-97628,"Woodland, CA","Columbia, SC",9/18/24 2:00 PM,"$4,500.00","12plts 19,300lbs",
3065083,"San Lorenzo, CA","Lakeland, FL Orlando, FL",09-17/2024 @ 0800-14,"$7,300.00","21 plts, 21,437 lbs",
31970056,"Turlock, CA","Jacksonville, FL*** Sarasota, FL",9/19/24 14:00,"$7,000.00","22plts 22,500lbs",
31975461,"American Canyon, CA","Gibsonton, FL",9/20/24 08:00-15:00,"$5,300.00","(11) 12plts 17,952lbs",
9039068,"San Francisco, CA","Austin, TX",09/19/24 15:00,"$2,300.00",1 plt/66 lbs? 64x31x84,
154014-F,"Fremont, CA","Jacksonville, FL",09/20/2024 @ 15:00,"$5,800.00","13 pallets 27,800lbs",
1034664,"SAN LEANDRO, CA",AMARILLO TX,9/20@13:00,"$2,650.00","8,770.00 lbs/17 PALLETS",
1876497,"Chico, CA","San Antonio, TX",09/20/2024 @ 1000-15,"$3,400.00",15 pallets 20-22k lb,
410645,SANTA MARIA CA SANTA MARIA CA,JACKSONVILLE FL,9/21 @1300,"$7,200.00","35,000 Lb Berries",
120357653,"Reno, NV","Clayton, IN",9/20/24 13:00 - 15:0,$150.00,"13 plts/13,056 lbs",
5920928,"Richvale, CA","Montgomery, NY",9/24/24 13:00-14:00,"$5,800.00","28plt/ 35,383lbs",
HAWB#:456630,"MARYSVILLE, CA","MOORESTOWN, NJ",9/24 @1400,"$5,900.00","4,000 Lb",HAWB :
32014437,"Fairfield, CA","Monroe Township, NJ",9/24/24 10:00 AM,"$5,800.00","23plts 12,809lbs",
410087,ARCATA CA,WEST JEFFERSON OH UPPER MARLBORO MD,09/24/2024 @ 1400,"$8,200.00","4 pallets 2,295 lb 4 pallets 2,993 lb",
32037360,"Visalia, CA","Harrisburg, PA",9/26/24 07:30-15:00,"$5,200.00","24plts 34,560lbs",
32038245,"Patterson, CA","Somerset, NJ",9/25/24 04:00-13:30,"$6,000.00","16plts 7,580lbs Drugs/Medicine",
8527650,"Woodland, CA","Auburn, MA",9/26/24 1:30 PM,"$5,850.00","17plts 28,988lbs",
#0979751,"Ballico, CA","Verona, VA",09/27/2024 08:00 - 1,"$5,100.00","2 plts/ 3,880 lbs",
5937972,"Sparks, NV","N Kingston, RI",9/26/24 13:00,"$5,400.00","49 plts/25,936 lbs",
LD295442,"Patterson, CA","Bronx, NY",9/27/24 05:00-21:00,"$5,800.00","24plt/ 28,870lbs",
L-36516,"Hayward, CA","Frederick, MD",9/27/24 08:00-15:00,"$6,000.00","24plts 7,912lbs",
26867,"Sacramento, CA","Michigan City, IN",9/27/24 08:00-14:00,"$4,000.00","15plts 4,000lbs",
L-36519,"Hayward, CA","Dayton, TN",9/27/24 08:00-14:00,"$4,900.00","48plts 18,400lbs 52x52x40",
5938601,"Hayward, CA","Allentown, PA*",9/24/24 11:00 AM,"$5,200.00","133plts 27,171 lbs",
5951815,"Richmond, CA","Archdale, NC",09/25/24  1pm-3pm,"$5,000.00","14plts 30,800lbs",
31992197,"Sebastopol, CA","Sarasota, FL",9/24/24 11:00 AM,"$5,500.00","20plt/ 32,543lbs",
32015831,"McCarran, NV","Ocala, FL",9/24/24 10:00 AM,"$5,400.00","22plts 8,500lbs Mattresses 48x40x48",
5934823,"Napa, CA Yountville, CA","McKenzie, TN",9/23/24 07:00-09:00 ,"$4,500.00","19plts 28,600lbs",
36899,"Tracy, CA","Albany, GA",9/25/24 ASAP,"$4,800.00","25pcs 18,325lbs",
#122302,"Kingsburg, CA Huntington Park, CA","Mount Juliet, TN*** West Palm Beach, FL",9/26 @0700 9/26 @140,"$6,580.00","12plt/ 11,000 Lb",
31993934,"Santa Cruz, CA","Jefferson, GA",9/23/24 15:00,"$5,500.00","14plts 12,500lbs",
664107,"YUBA CITY,CA","LYONS,GA",9/25 @0700-1500,"$4,000.00","24plt/ 18,579 Lb",
16191637,"Sonoma, CA","Orlando, FL",09/25/24 @ 14:00,"$5,900.00","18 pts 8,500lbs",
410088,ARCATA CA,LAKE CITY FL,09/24/2024 @ 1300,"$5,800.00","5 pallets 4,525 lb",
1923028,"Sparks,NV","Pompano Beach, FL",9/24/24 13:30 - 15:0,"$6,500.00","17 plts/4,966 lbs",
A-473107,"Lathrop, CA","Walterboro, SC",9/26/24 10:30 AM,"$4,800.00","15 pallets 16,516 lbs",
5942028,"Woodland, CA","Lafayette, LA",9/26/24 1:00 PM,"$3,800.00","10plts 17,510lbs",
29695029,"Lodi, CA","Highland, IN* Sterling Heights, MI** Columbus, OH**",09/28/2024 @ 1600,"$6,200.00",nan,
LD4269,"Reno, NV","Pittsburg, PA",10/01/24 14:00,"$1,200.00","18 plts 21,720 lbs",
4219038,"Modesto, CA","High Point, NC",9/27/24 9:00,"$5,300.00","15plt/ 6,285 Lb",
32052337****,"Watsonville, CA","Howell, NJ",10/1/24 11:00 AM,"$5,750.00","15plts 30,902lbs Martinelli",
32056038,"Fairfield, CA""","Lebanon, PA",nan,"$5,950.00","24plts 20,587lbs Jelly Belly",
32056036,"Fairfield, CA","Monroe Township, NJ",10/1/24 10:00,"$5,950.00","26plts 19,971lbs Jelly Belly",
5946181,"Woodland, CA","Hatfield, PA",9/30/24 4:00 PM,"$4,500.00","11plts 19,174lbs",
2752282,"Elk Grove, CA","Shrewsbury, NJ",09/27/2024 @ 0900 PU,"$6,000.00","22plt/ 6,500 lb",
3495090,"Elk Grove, CA","Shrewsbury, NJ",10/02/2024 @ 1400,"$6,000.00","21 pallets 6,500 lb",
#0344998,"Sebastopol, CA","Montgomery, NY",10/2/24 12:00,"$5,500.00","15plt/ 24,665 lbs",
3494121,"Elk Grove, CA","Shrewsbury, NJ",10/02/2024 @ 1200,"$6,000.00","32plt/ 12,000 lb",
29313498,"Galt, CA","Denver, PA",10/02/24 16:00,"$5,300.00","20 plts/15,598 lbs",
8534926,"Santa Rosa, CA","Auburn, ME",9/30/24 06:00-13:00,"$3,800.00","2pcs 2,897lbs 8ft",
153156,"Alameda, CA","Carteret, NJ",10/3/24 13:00,"$5,300.00","165bags 19,500lbs Floor loaded coffee",
3489628,"Elk Grove, CA","Shrewsbury, NJ",09/27/2024 @ 1100 PU,"$6,000.00","23plt/ 3,500 lb",
32015802,"McCarran, NV","Cromwell, CT",10/2/24 10:00 AM,"$5,500.00","12plt/ 8,400lbs",
32052370,"Healdsburg, CA Hayward, CA","Howell, NJ",10/3/2024 9:00:00** ,"$5,600.00","13plts 20,262lbs",
8547114,"Herlong, CA","Hanover, MD",10/2/24,"$5,100.00","20 crates 7,649 lbs",
5945737,"Sebastopol, CA","York, PA",10/1/24 11:00 AM,"$5,500.00","11plt/ 17,388lbs",
3496474,"Elk Grove, CA","Shrewsbury, NJ",10/04/2024 @ 1200,"$6,900.00","10,000 lb",
32056559,"American Canyon, CA","Wilmington, NC*** Ashland, VA***",10/4/24 08:00-15:00,"$5,750.00","16plts 33,445lbs",
3499308,"Elk Grove, CA","Shrewsbury, NJ",10/04/2024 @ 1400,"$6,900.00","25,000 lb",
Petr svityaschuk,"Sacramento, CA","York, PA",10/4,"$3,000.00",20 pallets,Petr svityaschuk
37066,"Tracy, CA","Gulfport, MS",10/1/24 by 15:00,"$3,950.00","17pcs 34,000 Lb",
37129,"Tracy, CA","Hattiesburg, MS",10/2/24 by 15:00,"$3,950.00","14plts 8,288lbs 40x48x25",
3000006239,"San Jose, CA","Atlanta, GA",10/03/2024 @ 1300-17,"$5,200.00","18 pallets 15,000 lb",
32037007,"Richvale, CA","Sarasota, FL",10/1/24 12:00-15:00,"$5,500.00","26plt/ 27,402lbs",
8539503,"Woodland, CA","Jacksonville, FL  Tampa, FL",10/1/24 11:00 AM,"$6,000.00","7plts 13,045lbs",
32050371,"Turlock, CA","Jacksonville, FL",10/3/24 11:00 AM,"$6,700.00","23plts 27,000lbs",
411739,ARCATA CA,SACRAMENTO CA,10/8 @1500,"$1,300.00",5plt/,
32086926,"American Canyon, CA","Schertz, TX",10/8/24 08:00-16:00,"$3,000.00","14plts 16,968lbs",
3978313,"Elk Grove, CA","Round Rock, TX",10/08/2024 @ 1500,"$4,500.00","16 Skids 3,980lb",
32077946,"McCarran, NV*","Cromwell, CT",10/8/24 8:00 AM,"$5,500.00","26plt/ 8,580lbs",
32072094,"Union City, CA*","Solon, OH",10/8/24 11:00 AM,"$5,000.00","10plts 21,120lbs",
#0345133,"Sebastopol, CA*","Montgomery, NY",10/9/24 13:00,"$5,500.00","10plt/ 17,795 lbs",
3000007051,"Milpitas, CA*","Wilton, CT",10/09/2024 @ 1530,"$6,000.00",1 pallet 830 lb,
32103634,"Oakland, CA*","Westampton, NJ",10/09/24 13:00,"$5,400.00","20 plts 18,682 lbs",
T5494815,"Herlong, CA","Concord, NH",10/9/24 06:30-14:00,"$5,450.00","19pcs 12,200lbs Tri Walls 48x40x30",
32077022,"Richvale, CA*","Chesterfield, NH",10/8/24 12:00-17:00,"$5,070.00","29plts 9,398lbs",
4488859,"Elk Grove, CA*","Merrirack, NH",10/10/2024 @ 1400,"$8,500.00","16skids/ 18,000 Lb",
LD296827,"Patterson, CA","Bronx, NY",10/11/24 05:00-21:00,"$5,800.00","24plt/ 33,990lbs",
37382,"Vacaville, CA*","Solon, OH",10/10/24 08:00-13:00,"$4,000.00","30plts 8,100lbs",
8546308,"Woodland, CA","Claysburg, PA*** Dunmore, PA***",10/11/24 15:00,"$5,500.00","9plts 13,260lbs",
32098198,"Tracy, CA","Monroe Township, NJ",10/10/2024 @1100,"$7,000.00","51plt/ 23,010 Lb",
Nadia Svit,"Sacramento, CA","Hinckley, OH",10/11/24,"$2,100.00","9plt/ 15,000lb",Nadia Svit paid lumper
32101623,"McCarran, NV","Cranbury, NJ",10/11/24 14:00,"$5,000.00","11plts 3,630lbs",
32116230,"Visalia, CA","Harrisburg, PA",10/11/24 07:30-15:00,"$5,200.00","24plts 34,560lbs",
32110526,"Milpitas, CA*","Easton, PA",10/8/24 14:00-17:00,"$4,750.00","17plts 4,420lbs",
4486514,"Elk Grove, CA*","Monroe, OH",10/11/2024 @ 1400,"$6,000.00","17,000 Lb",
37370,"Tracy, CA*","Fort Campbell, KY",10/9/24 08:00-14:00,"$4,050.00","30plts 24,220lbs",
60108748608,"Tracy, CA*","Locust Grove, GA",10/9/24 08:00 - 15:0,"$4,400.00","23 plts / 9,214 lbs",
32095085,"American Canyon, CA*","West Columbia, SC",10/9/24 08:00-15:00,"$5,000.00","16plts 33,220lbs",
32116047,"Vacaville, CA*","Madison, AL",10/10 @1300-1430,"$4,500.00","30plt/ 19,038 Lb not 3KLB",
37268,"Tracy, CA*","Hattiesburg, MS",10/7/24 08:00-17:00,"$3,950.00","32pcs 24,446lbs 40x48x26",
32084538,"American Canyon, CA*","Deerfield Beach, FL",10/10/24 08:00-15:00,"$5,000.00","21plts 28,522lbs",
60108748611,"Tracy, CA*","Locust Grove, GA",10/10/24 08:00 - 15:,"$4,400.00","23 plts/ 7,024 lbs",
29811469,"San Jose, CA","Piedmont, SC",10/10/24 15:00,"$5,200.00","16 plt / 27,500 lbs",
29811470,"San Jose, CA","Piedmont, SC",10/10/24 15:00,"$5,200.00","10 plts / 16,500 lbs",
31788,"Patterson, CA*","Norcross, GA",10/10/24 05:00-21:00,"$4,400.00","15plt/ 24,124lbs",
32093991,"Turlock, CA*","Jacksonville, FL Sarasota, FL",10/10/24 13:00,"$7,275.00","18plts 25,000lbs",
32102520,"American Canyon, CA","Gibsonton, FL",10/11/24 08:00-15:00,"$5,200.00","22plts/ 29,605lbs",
15650594,"Sparks, NV","Montgomery, AL",10/10/24 13:00,"$4,700.00","19plt/ 13,608 lbs",
5993871,"Oakland, CA","Antioch, TN",10/11/24 12:00 PM,"$4,400.00","20 pallets 30,465lbs Pineapple Juice",
15650606,"Sparks, NV","Montgomery, AL",10/10/24 13:00,"$4,700.00","24 plts/ 8,585 lbs",
6611136,"Reno, NV","North East, MD, Breinigsville,PA",10/16/24 13:00,"$5,300.00","18,000 lbs",
#500-0020-1024,"Herlong, CA","Hickery, NC",10/14 @0630,"$8,800.00","25,000 Lb",
32122846,"Fairfield, CA","Monroe Township, NJ",10/15/24 12:00 PM,"$5,500.00","26pcs 15,616lbs",
93956,"Modesto, CA","Ronkonkoma, NY",10/14 @1600,"$6,500.00","6plt/ 8,400 Lb",
32126686,"Fairfield, CA","Monroe Township, NJ",10/15/24 13:30,"$5,500.00","26pcs 13,967lbs",
41681,"Reno, NV","Hunt Valley, MD",10/16/24 16:00,"$5,100.00","28 plts, 10,500 lbs",
32126604,"American Canyon, CA","Richmond, VA*** Hampton, VA*** Chesapeake, VA***",10/17/24 08:00-15:00,"$5,500.00","20 plts 35,140lbs",
32154153,"Fairfield, CA","Monroe Township, NJ",10/18/24 10:00 AM,"$6,000.00","26pcs 21,932lbs",
6010988,"Richvale, CA","Montgomery, NY",10/15/24 12:00-17:00,"$5,000.00","17plts 8,880lbs",
32154155,"Fairfield, CA","Lebanon, PA",10/18/24 11:00,"$5,800.00","26plts 27,804lbs",
4488353,"Elk Grove, CA","Clarksburg, MD",10/17/2024 @ 0900,"$7,600.00","13,500 Lb",
15663029,"Hayward, CA","Pittston, PA",10/18/24 13:00,"$5,365.00","28plt/ 20,400 lbs",
9279604,"Vacaville, CA","Carlisle, PA",10/18/24 13:00,"$5,070 00","60plt/ 28,000 lbs",
5961006,"Sparks, NV","Hazelton, PA",10/18/24 11:00,"$5,800.00","24 plts 25,920 lbs",
5960966,"Sparks, NV","Hazleton, PA",10/18/24 13:00,"$5,500.00","9plts 10,899lbs",
32126593,"American Canyon, CA","Sanford, FL Orlando, FL",10/17/24 08:00-15:00,"$5,300.00","16plts 28,032lbs",
32131873,"Livermore, CA","Marietta, GA",10/14/24 08:00-14:00,"$4,800.00","23plts 13,500lbs",
32126600,"American Canyon, CA","Jacksonville, FL Ocala, FL***",10/17/24 08:00-15:00,"$5,500.00","8plts 13,016lbs",
L-36899,"Hayward, CA","Dayton, TN",10/15/24 08:00-14:00,"$4,900.00","33plts 16,803lbs 21 @51x51x38 12 @51x26x",
6022318,"Napa, CA","Lakeland, FL",10/18/24 9:30 AM,"$5,800.00","11plt/ 19,337lbs",
32126599,"American Canyon, CA","Sarasota, FL Fort Myers, FL",10/18/24 08:00-15:00,"$5,200.00","8plts 14,016lbs",
7194220,"S SAN FRANCISCO, CA","COLLEGE PARK, GA",10/18,"$5,400.00","60plt/ 17,640 Lb",
37751,"Tracy, CA","Fort Liberty, NC",10/18/24 ASAP!!,"$5,800.00","23plts 12,500lbs",
32125646,"Union City, CA","Freeport, NY",10/18/24 12:30 PM,"$6,400.00","10plts/ 18,910lbs Chocolate",
32144462,"American Canyon, CA","Pineville, NC*** Apex, NC Wilmington, NC",10/18/24 08:00-15:00,"$5,800.00","14plts 29,170lbs",
4490663,"Elk Grove, CA","Allen, TX",10/19/2024 @ 1000 PU,"$3,900.00","6 crates/ 5,000 Lb",
413566,"SANTA MARIA, CA","MIAMI, FL",10/19/2024 @1400,"$8,650.00","27plt/ 35,000 lb",
5178487,"Ripon, CA","Easton, PA",10/24/24 12:00,"$5,200.00","26,000 lbs",
120641633,"Sanger, CA","Seneca Falls, NY",10/21/24 08:00-10:00,"$5,800.00","10,000lbs",
15741228,"San Jose, CA","Suwanee, GA",10/22/2024 @ 1330-18,"$5,700.00","32pllt 15,520 lb",
32173168,"Fairfield, CA","Monroe Township, NJ",10/22/24 11:00 AM,"$6,000.00","26plts 14,731lbs",
#0345351,"Richvale, CA","Howell, NJ",10/21/24 12:00 -17:0,"$5,480.00","33plt/ 31,612 lbs",
6024764,"Hayward, CA","York, PA",10/23/24 10:00 AM,"$5,200.00","12plts 13,091lbs",
413195,ARCATA CA,WEST JEFFERSON OH UPPER MARLBORO MD,10/22/24 @ 13:00,"$8,200.00","9plt/ 7,857 Lb",
37930,"San Leandro, CA","Newburgh, NY",10/23/24 08:00-20:00,"$5,300.00","29plts 14,024lbs TESLA",
32184398,"Fairfield, CA","Monroe Township, NJ",10/23/24 10:30 AM,"$5,810.00","26plts 20,329lbs",
#0345315,"Corning, CA","Montgomery, NY",10/23/2024 @ 1230,"$5,500.00","12plt/ 16,471 lb",
124584,"Winters, CA","Hinckley, OH",10/22 @1400,"$2,800.00","10plt/ 6,652Lb",
60173167*,"Tracy, CA","Carlisle, PA",10/24/24 12:00 PM,"$5,100.00","37plts 33,283lbs",
32121242,"Lodi, CA","Harrisburg, PA",10/24/24 9:00 AM,"$5,000.00","30plt/ 32,683lbs",
32173595***,"Visalia, CA","Harrisburg, PA",10/21/24 07:30-15:00,"$5,200.00","24plts 34,560lbs",
32194880,"Fairfield, CA","Monroe Township, NJ",10/25/24 10:00 AM,"$5,800.00","25plts 25,271lbs",
32194881,"Fairfield, CA","Lebanon, PA",10/25/24 11:30 AM,"$5,800.00","26plts 21,846lbs",
94174,"Napa, CA","Ronkonkoma, NY",10/25/2024 @ 1000,"$4,000.00","1 pallet 2,122 lb",
32190658,"Woodland, CA","Bethlehem, PA",10/25/24 13:00,"$5,400.00","34plts 10,487lbs",
L241021-00584,"Madera, CA","Conover, NC",10/25/24 @ 10:00,"$5,100.00","2plt/ 5,130 lbs",
32144460,"American Canyon, CA","Raleigh, NC Ashland, VA",10/23/24 08:00-15:00,"$5,650.00","22plts 27,840lbs",
32193257,"American Canyon, CA","Summerville, WV",10/25/24 08:00-16:00,"$4,600.00","18plts 25,344lbs",
93929,"Sonoma, CA","Ronkonkoma, NY",10/24 @1300,"$6,500.00","12 plt/ 26,160 Lb",
6058058,"Fairfield, CA","Reading, PA",10/25/2024 @ 0900,"$5,000.00","floor loaded  20,187 lb",floor
94176,"American Canyon, CA","Ronkonkoma, NY",10/25/2024 @ 1000-14,"$4,000.00","3 pallets 7,056 lb",
37865,"Tracy, CA*","Fort Campbell, KY",10/22/24 08:00-14:00,"$4,050.00","30pcs 26,320lbs",
6081321,"Sunnyvale, CA","Memphis, TN",10/24/24 08:00-15:00,"$3,800.00","22plts 7,200lbs",
6431502,"Elk Grove, CA","Lone Tree, CO",10/25/2024 @ 1400,"$3,800.00",29K ?,
6431505,"Elk Grove, CA","Lone Tree, CO",10/25/2024 @ 1400,"$1,000.00",29K ?,
3270570,"Minden, NV","Lebanon, TN*** Memphis, TN",10/24/2024 @ 0900-16,4800 -550,23 pices,
1035918,"LATHROP, CA","AUSTIN, TX",nan,"$3,700.00","4plt/ 2,325 Lb",
37864,"Tracy, CA","Fort Campbell, KY",10/22/24 08:00-14:00,"$4,050.00","30pcs 25,600lbs",
124690 ok,"Winters, CA Los Angeles, CA Chino, CA","Jefferson, GA*** Haines City, FL***",10/23/2024 @ 1400 10,"$7,693.00","7 pallets 4,291 lb 6 pallets + 9 pallets",
32139448,KUP,"Jefferson, LA",10/21/24 08:00-16:00,"$3,900.00","15plts 28,665lbs",
413194,ARCATA CA,LAKE CITY FL,10/22/24 @ 14:00,"$5,800.00","4 pallets 3,401 lb",
32165196,"Turlock, CA","Jacksonville, FL*** Sarasota, FL***",10/24/24 13:00,"$7,250.00","12plts 10,200lbs",
32150828,"American Canyon, CA","Pensacola, FL*** Jacksonville, FL",10/24/24 08:00-15:00,"$5,500.00","18plts/ 31,000 Lb",
LD4050029,"Hayward, CA","Valdosta, GA",10/25/24 @ 07:30,"$5,500.00","19,200 lbs",
413904,ARCATA CA,RIALTO CA,1029/2024 @ 1500,"$1,400.00","7 pallets 6,185 lb",
413907*,ARCATA CA,*CEDAR FALLS IA*** WINDSOR CT,1029/2024 @ 1300,"$8,500.00","10 - 7 pallets 8,600 lb 7 IA 3 CT",
32200349,Richvale. CA,"Dayville, CT",10/28/24 1200-1700,"$6,000.00","31plt/ 33,918 lbs",
4126-0299-1024,"Galt, CA","Auburn, ME",10/31/24 08:00-09:00,"$6,000.00","17plts 21,367lbs",
60335286,"Rocklin, CA","Berwick, PA",10/30/24 07:00-17:00,"$4,500.00","6 pcs 4,640lbs",
32206712,"American Canyon, CA","Washington, DC",10/30/24 08:00-16:00,"$4,852.55","(12 PLT) 24,147lbs",
32207632,"Lodi, CA","New Stanton, PA",10/31/24 11:00 AM,"$5,000.00","28plts 27,359lbs",
60332970,"Lathrop, CA","Mountain Top, PA",10/31/24 10:00-15:30,"$5,050.00","36plt/ 11,514lbs",
3043506,"Stockton, CA","York, PA",10/31/24 12:00,"$5,400.00","25plt/ 22,980 lbs",
32240450,"Richmond, CA","Monroe Township, NJ",11/1/24 9:00 AM,"$6,000.00","15plts 5,060lbs",
# 3000009966,"Milpitas, CA","Fairport, NY",10/31 @0800,"$5,500.00",1pcs/ 442 Lb,
32222099,"Lathrop, CA","Philadelphia, PA",11/1/24 12:00 PM,"$5,500.00","14plt/ 29,213lbs",
620155,"Sparks, NV","Depew, NY",08:00 - 11:00,"$5,000.00","14 plts /8,700 lbs",
32240454,"Fairfield, CA","Monroe Township, NJ",11/1/24 12:30 PM,"$6,000.00","19plts 8,155lbs",
6071261,"Milpitas, CA","Columbus, OH",10/28/24 13:00,"$4,000.00","14plts 4,810lbs",
8593535,"Woodland, CA","Canal Winchester, OH** Beech Bottom, WV*** Hatfield, PA",10/31/24 12:00 PM,"$5,800.00","18plt/ 31,842lbs",
413905,ARCATA CA,DENTON TX,1029/2024 @ 1300,"$5,000.00","5 pallets 4,513 lb",
500-0036-1024,"HERLONG, CA","ANNISTON, AL",10/28/24 9:00,"$4,800.00","32,342 lbs",
38121****,"Tracy, CA","Fort Johnson, LA",10/29/24 by 15:00,"$3,900.00","38 pallets 30,730lbs",
120758747,"Livermore, CA","Hialeah, FL",10/29/24 9:00,"$6,000.00","7 crates/ 5,154 lbs",
32214031,"American Canyon, CA","Nashville, TN",10/31/24 08:00-15:00,"$4,000.00","13plts 26,874lbs",
32117665,"American Canyon, CA","Nashville, TN",10/30/24 08:00-15:00,"$4,000.00","12plts 23,170lbs",
32197867,"American Canyon, CA","Memphis, TN",10/31/24 08:00-15:00,"$3,700.00","11plts 22,646lbs",
#0317457,"Sunnyvale, CA",,11/1 @0800-1500,"$4,000.00","17plt/ 5,692 Lb",
6107288,"San Jose, CA","Atlanta, GA",10/31/24 14:00,"$5,500.00","19plts 25,000lbs Beer",
38247,"Tracy, CA","Fort Campbell, KY",10/31/24 08:00-14:00,"$4,050.00","21plts 17,585lbs",
1183347,"Winters, CA","Mt. Juliet, TN",11/01/24 12:00,"$4,285.00","15 plts/14,505 lbs",
32224022,"American Canyon, CA","West Columbia, SC",10/31/24 08:00-15:00,"$4,500.00","13plts 27,853lbs",
60275756,"Fairfield, CA","Senatobia, MS",10/31/24 10:00-15:00,"$4,025.00","11plts 10,500lbs",
32221317,"American Canyon, CA","Houston, TX*** Lafayette, LA***",10/31/24 08:00-15:00,"$4,400.00","18plts 28,044lbs",
1151096,"Fernley, NV","Middleport, NY",11/4 07:00-15:00,"$4,500.00","7,431 lbs",
32273172,"Hayward, CA","Stratford, CT",11/5/24 09:00-15:00,$250.00,"10plts 15,000lbs",
#0345602,"Richvale, CA","Howell, NJ",11/5/24 12:00 - 17:0,"$5,450.00","37plt/ 29,120 lbs",
6107947,"Richvale, CA","Montgomery, NY",11/5/24 12:00-17:00,"$5,000.00","47plt/ 18,745lbs",
32240453,"Tracy, CA","Monroe Twnship, NJ",11/05/24 11:00,"$6,400.00","52plt/ 27,053 lbs",
94023,"American Canyon, CA","Ronkonkoma, NY",11/4 @1300,"$8,000.00","20plt/ 39,560 Lb",
32240451,"Richvale, CA","Chesterfield, NH",11/6/24 07:30-12:00P,"$5,405.24","33plt/ 9,765lbs",
94196,"American Canyon, CA","Ronkonkoma, NY",11/4 @1300,"$6,500.00","20plt/ 42,560 Lb",
SPT-417064***,"Woodland, CA","Pedricktown, NJ",11/6/24 12.00,"$5,700.00","18 plts/10,201 lbs 15 spots",SPT
9285443,"Union City, CA","Souderton, PA",11/6/24 08:00-15:00,"$5,000.00","14plts 17,220lbs",
1151031,"Fernley, NV","Middleport, NY",11/4 7:15:00,"$4,500.00","20plt/ 7,411 Lb",
32235276,"Watsonville, CA","Chesterfield, NH",11/7/24 11:00,"$6,300.00","13? - 30,576 lbs",
60391509,"Madera, CA","Linden, NJ",11/7/24 10:00 - 12:0,"$5,750.00","43 plts/9,550 lbs",
32279692,"Watsonville, CA","Chesterfield, NH",11/7/24 13:00,"$6,000.00","13plts 27,915lbs",
38442,"San Leandro, CA","Newburgh, NY",11/7/24 08:30-17:00,"$5,300.00","31plts 17,629lbs",
SPT-417070,"Woodland, CA","Pedricktown, NJ",11/6/24 12.00,"$5,700.00","18 plts/9,825 lbs",SPT
6130430,"Sunnyvale, CA","Elkridge, MD",11/5/24 12:00-15:00,"$5,200.00","16plts 21,790lbs",
94343,"Modesto, CA","Ronkonkoma, NY",11/8 @14:50,"$6,000.00",,
60404961,"Reno, NV Kansas City, MO","Aston, PA",11/8/24 08:00-15:00 ,"$5,700.00","3plts 1,700lbs",
60394904,"Tracy, CA","Carlisle, PA",11/8/24 16:45,"$5,300.00","16plts 29,143lbs",
32317368,"Watsonville, CA","Hebron, KY",11/8/24 08:00-16:30,"$4,194.19","9plts 8,317lbs",
32319548,"Watsonville, CA","Greenfield, IN",11/8/24 08:00-16:30,"$3,830.51","11plts 9,581lbs",
S112644597,"Dayton, NV","Albany, GA",11/8/24 07:00 - 15:0,"$4,900.00","14 plts/16, 922 lbs",
32243643,"Napa, CA","Columbia, SC",11/6/24 13:00,"$5,000.00","11plts 21,387lbs",
6067646,"Modesto, CA","Elkton, FL",11/5/24 13:00,"$5,400.00","31 plts/18, 454 lbs",
6119600,"American Canyon, CA","Saint Rose, LA",11/5/24 07:00-14:00,"$4,000.00","1plt 1,794lbs Liquor",
32258534,"Watsonville, CA","Richburg, SC",11/7/24 8:00 AM,"$4,878.75","6plts 12,836lbs",
32252304,"American Canyon, CA","Jefferson, LA",11/7/24 08:00-15:00,"$3,900.00","11plts 23,450lbs",
#0550268,"Fresno, CA","Cocoa, FL",11/08/2024,"$8,200.00","40,585 lb",
120913880,"NEWARK, CA","PATRICK AFB, FL",11/14/2024 @ 1000-11,$200.00,"10,000 K",
415988,"ARCATA, CA","Sacramento, CA*** Rialto, CA",11/12/2024 @1100,"$2,530.00",6plt,
6101734***,"Reno, NV","York, PA",11/11/24 9:00 AM,"$4,740.00","20plt/ 20,171 lbs",
60459072***,"Oakland, CA","Westampton, NJ",11/12/24 13:30 - 16:,"$5,700.00","18 plts/15,925 lbs",
8777009***,"Brisbane, CA","Sharon Hill, PA",11/13/204 @ 1800-190,"$7,000.00","15 pallets 8,700 lb",
32333412,"Visalia, CA","Harrisburg, PA",11/12/24 07:00-15:00,"$5,200.00","24plts 34,560lbs",
32302681****,"Richvale, CA","Dayville, CT",11/13/24 12:00-17:00,"$5,900.00","32plts 15,783lbs",
32353958***,"Hayward, CA","Stratford, CT",11/13/2024 10:00- 14,"$6,500.00","18plts 22,980lbs",
T5543026*,"Herlong, CA","Fort Drum, NY",11/13/2024 @ 0800-14,"$5,500.00","20plts 11,780lbs",
32334952***,"American Canyon, CA","Ashland, VA",11/13/24 08:00-15:00,"$5,200.00","21plts 32,336lbs",
